model,class,categories,caption,image_url,question_1,question_2
none_with_emb_without_multires,n02089867,"['attribute', 'action']",the dog is wearing a tiara,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02089867_5564.jpg,is there a tiara ?,is the dog  wearing a tiara?
none_with_emb_without_multires,n02088238,['action'],The dog is turning its head,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02088238_19953.jpg,is there its head ?,is there the dog ?
none_with_emb_without_multires,n02088466,['relation'],dog is in picture,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02088466_48592.jpg,is there dog ?,is there picture ?
none_with_emb_without_multires,n02123159,['attribute'],the cat has his eyes closed,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02123159_37000.jpg,are there his eyes ?,is there the cat ?
none_with_emb_without_multires,n01532829,"['attribute', 'relation']",black bird leg slanted from body,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n01532829_4384.jpg,is there body ?,is there black bird leg ?
none_with_emb_without_multires,n03662601,['relation'],windows are on the boat,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n03662601_37444.jpg,are there windows ?,is there the boat ?
none_with_emb_without_multires,n02483708,['relation'],rocky perch where monkey is sitting,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02483708_70911.jpg,is there rocky perch ?,is there monkey ?
none_with_emb_without_multires,n01537544,['attribute'],white feathers on a birds head,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n01537544_73259.jpg,are there white feathers ?,are there a birds ?
none_with_emb_without_multires,n03662601,"['relation', 'counting']",two boats mounted by a rope,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n03662601_38555.jpg,are there two boats ?,is there a rope ?
none_with_emb_without_multires,n02123045,['attribute'],white whiskers coming from the cat's face,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02123045_67045.jpg,are there white whiskers ?,is there the cat's face ?
none_with_emb_without_multires,n02088466,"['relation', 'action']",A dog is smelling a cat,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02088466_55734.jpg,is there a dog ?,is there a cat ?
none_with_emb_without_multires,n02089973,['attribute'],The dog has nose,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02089973_60149.jpg,is there nose ?,is there the dog ?
none_with_emb_without_multires,n02123159,"['relation', 'action']",Person feeding the cat,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02123159_86901.jpg,is there person ?,is there the cat ?
none_with_emb_without_multires,n02088466,['relation'],dog is on a boat,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02088466_95890.jpg,is there dog ?,is there a boat ?
none_with_emb_without_multires,n02090379,['attribute'],The dog has teeth.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02090379_95555.jpg,is there the dog ?,are there teeth ?
none_with_emb_without_multires,n02708093,['attribute'],clock has gold face,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02708093_94849.jpg,is there gold face ?,is there clock ?
none_with_emb_without_multires,n03345487,"['relation', 'action']",A man is standing next to a truck.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n03345487_28145.jpg,is there a man ?,is there a truck ?
none_with_emb_without_multires,n01558993,['attribute'],bird's head is black and blue in color,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n01558993_69126.jpg,is there color ?,is there bird's head ?
none_with_emb_without_multires,n02088466,['relation'],The banana is inside the dog's mouth.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02088466_78917.jpg,is there the banana ?,is there the dog's mouth ?
none_with_emb_without_multires,n02123045,['relation'],the cat is in a car,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02123045_55497.jpg,is there a car ?,is there the cat ?
none_with_emb_without_multires,n03447447,['relation'],man standing beside a boat,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n03447447_79060.jpg,is there man ?,is there a boat ?
none_with_emb_without_multires,n02088094,"['attribute', 'action']",the dog is wearing a red and white scarf,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02088094_80097.jpg,is there the dog ?,is there a red and white scarf ?
none_with_emb_without_multires,n01601694,['attribute'],The birds beak has a point.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n01601694_83200.jpg,are there the birds beak ?,is there a point ?
none_with_emb_without_multires,n02088632,"['attribute', 'action']",the dog is wearing a collar.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02088632_76738.jpg,is there the dog ?,is there a collar ?
none_with_emb_without_multires,n02090379,['attribute'],paws of dog are black,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02090379_65976.jpg,are there paws ?,is there dog ?
none_with_emb_without_multires,n02090721,"['attribute', 'action']",The dog is wearing a hat.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02090721_35301.jpg,is there a hat ?,is there the dog ?
none_with_emb_without_multires,n02088238,"['attribute', 'relation']",The dog has a red leash.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02088238_76454.jpg,is there the dog ?,is there a red leash ?
none_with_emb_without_multires,n02090379,"['attribute', 'action']",dog with its mouth wide open,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02090379_69534.jpg,is there its mouth ?,is there dog ?
none_with_emb_without_multires,n02090721,['attribute'],the dog has a brown part,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02090721_28938.jpg,is there the dog ?,is there a brown part ?
none_with_emb_without_multires,n02090379,"['attribute', 'action']",dog is wearing a blue harness,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02090379_83794.jpg,is there a blue harness ?,is dog  wearing a blue harness?
none_with_emb_without_multires,n03417042,['relation'],stars are on the truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n03417042_10872.jpg,is there the truck ?,are there stars ?
none_with_emb_without_multires,n03796401,['attribute'],this truck has a backdoor,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n03796401_55331.jpg,is there a backdoor ?,is there this truck ?
none_with_emb_without_multires,n03662601,"['relation', 'action']",Woman sitting on boat.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n03662601_52758.jpg,is there boat ?,is there woman ?
none_with_emb_without_multires,n04238763,['action'],plug plugged into computer,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n04238763_70265.jpg,is there computer ?,is there plug ?
none_with_emb_without_multires,n02123159,"['relation', 'action']",cat is drinking from a cup,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02123159_78003.jpg,is there a cup ?,is cat  drinking from a cup?
none_with_emb_without_multires,n01534433,['attribute'],the bird has yellow eyes,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n01534433_29159.jpg,is there the bird ?,are there yellow eyes ?
none_with_emb_without_multires,n02089867,"['relation', 'action']",A dog is laying on the bed,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02089867_67059.jpg,is a dog  laying on the bed?,is there the bed ?
none_with_emb_without_multires,n02123045,['attribute'],cat has black fur on back,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02123045_7425.jpg,is there black fur ?,is there cat ?
none_with_emb_without_multires,n02701002,"['relation', 'action']",animal going to bathroom beside car,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02701002_93160.jpg,is there car ?,is there animal ?
none_with_emb_without_multires,n02089867,"['relation', 'action']",The dog is sniffing the newspaper.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02089867_8547.jpg,is there the newspaper ?,is the dog  sniffing the newspaper.?
none_with_emb_without_multires,n01582220,"['relation', 'counting', 'action']",The birds are out in the forest,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n01582220_20479.jpg,are the birds  out in the forest?,is there the forest ?
none_with_emb_without_multires,n02089867,['attribute'],eye of dog is black,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02089867_48658.jpg,is there eye ?,is there dog ?
none_with_emb_without_multires,n03670208,['attribute'],front of car is blue,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n03670208_77100.jpg,is there front ?,is there car ?
none_with_emb_without_multires,n03100240,"['relation', 'action']",A person is sitting in back of a car.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n03100240_18823.jpg,is a person  sitting in back of a car.?,is there a car ?
none_with_emb_without_multires,n02088094,"['relation', 'action']",dog is sitting in side car,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02088094_66188.jpg,is there side car ?,is there dog ?
none_with_emb_without_multires,n04273569,['relation'],rope attached to boat,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n04273569_33966.jpg,is there rope ?,is there boat ?
none_with_emb_without_multires,n02090379,['relation'],The dog is next to a laptop computer,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02090379_24832.jpg,is there the dog ?,is there a laptop computer ?
none_with_emb_without_multires,n02088094,['action'],dog catch the frisbee,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02088094_99728.jpg,is there dog ?,is there the frisbee ?
none_with_emb_without_multires,n02123159,"['relation', 'action']",the cat is on the sink,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02123159_1281.jpg,is the cat  on the sink?,is there the cat ?
none_with_emb_without_multires,n03832673,['attribute'],Audio input on laptop computer.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n03832673_59520.jpg,is there audio input ?,is there laptop computer ?
none_with_emb_without_multires,n02089867,['relation'],White mouse and cat sitting on dog.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02089867_19005.jpg,is there cat ?,is there dog ?
none_with_emb_without_multires,n03417042,['relation'],a cheverolet emblem is on the truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n03417042_25999.jpg,is there a cheverolet emblem ?,is there the truck ?
none_with_emb_without_multires,n02089078,['attribute'],the dog has pretty blue eyes,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02089078_92277.jpg,are there pretty blue eyes ?,is there the dog ?
none_with_emb_without_multires,n02088364,['attribute'],the dog has a black nose,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02088364_5886.jpg,is there a black nose ?,is there the dog ?
none_with_emb_without_multires,n02090622,['attribute'],dog has a black nose,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02090622_1812.jpg,is there a black nose ?,is there dog ?
none_with_emb_without_multires,n02088364,"['relation', 'action']",the dog is carrying a frisbee,https://conceptbed.s3.us-east-2.amazonaws.com/composition/none_with_emb_without_multires_n02088364_79354.jpg,is the dog  carrying a frbee?,is there the dog ?
